NAMASTE_PRIMARY_CODE,NAMASTE_CODE,NAMASTE_TERM,NAMASTE_ENGLISH,TM2_CODE,TM2_TERM,TM2_URI,MAPPING_CLASS,MAPPING_STATUS,CONFIDENCE,SOURCE,VERSION,NAMASTE_TERM_DIACRITICAL,NAMASTE_TERM_DEVANAGARI,SHORT_DEFINITION,LONG_DEFINITION,ENGLISH_INDEX,PRIMARY_INDEX_RELATED,BIOMEDICAL_CODE,BIOMEDICAL_TERM,RELATIONSHIP
AAB-73,AAB-73,manyAstamBaH (kEvalavAta),stiff neck/torticollis/wry neck (due only to vātadōṣa),,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,,मन्यास्तम्भः (केवलवात),-,-,-,-,,,
AAB-76,AAB-76,rajonASaH (kEvalavAta),amenorrhoea (due only to vātadōṣa),,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,rajōnāśaḥ (kēvalavāta),रजोनाशः (केवलवात),-,-,-,-,,,
AAB-78,AAB-78(SP9Y),lomaharShaH (kEvalavAta),Horripilation disorder (TM2) ⇒,,Horripilation disorder (TM2),http://id.who.int/icd/entity/976826458,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.5050880541003974,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) lomaharṣaḥ,लोमहर्षः (केवलवात),-,-,-,Index,,,
AAB-79,AAB-79(SK0Y),lalATaBedaH (kEvalavAta),Other specified headache disorders (TM2),8A83,Other primary headache disorder,http://id.who.int/icd/release/11/2026-01/mms/1350703173,CROSS_CODE_MAPPING,TM2_MAPPED,0.8339189145506412,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) lalāṭabhedaḥ,ललाटभेदः (केवलवात),-,-,Splitting pain of forehead disorder (TM2) ⇒,Index,,,
AAB-8,AAB-8,aSabdaSravaNam (kEvalavAta),tinnitus (due only to vātadōṣa),,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,aśabdaśravaṇam (kēvalavāta),अशब्दश्रवणम् (केवलवात),-,-,-,-,,,
AAB-80,AAB-80(SP1Y),trikagrahaH (kEvalavAta),Sacroiliac joint stiffness disorder (TM2) ⇒,,Sacroiliac joint stiffness disorder (TM2),http://id.who.int/icd/entity/1120508741,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7246227525039812,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) trikagrahaḥ,त्रिकग्रहः (केवलवात),-,-,-,Index,,,
AAB-81,AAB-81,vartmastamBaH (kEvalavAta),ptosis/stiff eyelid (due only to vātadōṣa),,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,vartmastambhaḥ (kēvalavāta),वर्त्मस्तम्भः (केवलवात),-,-,-,-,,,
AAB-82,AAB-82(SK7Y),vartmasa~gkocaH (kEvalavAta),Entropion disorder (TM2) ⇒,,Entropion disorder (TM2),http://id.who.int/icd/entity/162859231,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.3331522447015997,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) vartmasaṅkocaḥ,वर्त्मसङ्कोचः (केवलवात),-,-,-,Index,,,
AAB-83,AAB-83(SP9Y),vakShoparodhaH (kEvalavAta),Impaired thoracic mobility disorder (TM2) ⇒,,Impaired thoracic mobility disorder (TM2),http://id.who.int/icd/entity/1087620139,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.6495826379515612,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) vakṣoparodhaḥ,वक्षोपरोधः (केवलवात),-,-,-,Index,,,
AAB-84,AAB-84(SP9Y),vakShastodaH (kEvalavAta),Chest pain disorder (TM2) ⇒,,Chest pain disorder (TM2),http://id.who.int/icd/entity/869810061,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.6901755713633997,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) vakṣastodaḥ,वक्षस्तोदः (केवलवात),-,-,-,Index,,,
AAB-86,AAB-86(SP9Y),vAcAlatA (kEvalavAta),Talkativeness disorder (TM2) ⇒,,Talkativeness disorder (TM2),http://id.who.int/icd/entity/1597958829,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.3957579599349842,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) vācālatā,वाचालता (केवलवात),-,-,-,Index,,,
AAB-87,AAB-87(SP1Y),vAtakhuDDatA/vAtakaNTakaH (kEvalavAta),Ankle deformity disorder (TM2) ⇒,,Ankle deformity disorder (TM2),http://id.who.int/icd/entity/1291430423,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7194646534738607,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,"(a) vātakhuḍḍatā,                    (a) vātakaṇṭakaḥ",वातखुड्डता/वातकण्टकः (केवलवात),-,-,-,Index,,,
AAB-88,AAB-88(SP9Y),vAmanatvam (kEvalavAta),Dwarfism disorder (TM2) ⇒,,Dwarfism disorder (TM2),http://id.who.int/icd/entity/974156468,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7014806892830477,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) vāmanatvam,वामनत्वम् (केवलवात),-,-,-,Index,,,
AAB-89,AAB-89(SM37),viD-BedaH (kEvalavAta),Diarrhoea disorder due only to Vāta (TM2) ⇒,,Diarrhoea disorder due only to Vāta (TM2),http://id.who.int/icd/entity/181338099,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.784290853110537,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) viḍ-bhedaḥ,विड्-भेदः (केवलवात),-,-,-,Index,,,
AAB-9,AAB-9,asvapnaH (kEvalavAta),insomnia (due only to vātadōṣa),,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,asvapnaḥ (kēvalavāta),अस्वप्नः (केवलवात),-,-,-,-,,,
AAB-90,AAB-90,vipAdikA (nAnAtmaja) (kEvalavAta),cracks in palms and soles (due only to vātadōṣa),,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,vipādikā (nānātmaja) (kēvalavāta),विपादिका (नानात्मज) (केवलवात),-,-,-,-,,,
AAB-91,AAB-91(SQ04),viShAdaH/dInatA (kEvalavAta),Transient depression disorder (TM2) ⇒,,Transient depression disorder (TM2),http://id.who.int/icd/entity/245784064,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7885805934300543,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) viṣādaḥ (a) dīnatā,विषादः/दीनता (केवलवात),-,-,-,Index,,,
AAB-92,AAB-92(SN3Y),vRuShaNAkShepaH (kEvalavAta),Scrotal pain disorder (TM2) ⇒,,Scrotal pain disorder (TM2),http://id.who.int/icd/entity/1373985328,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.672844460782891,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) vṛṣaṇākṣepaḥ,वृषणाक्षेपः (केवलवात),-,-,-,Index,,,
AAB-93,AAB-93(SP4Y),va~gkShaNAnAhaH (kEvalavAta),Distention of inguinal region disorder (TM2) ⇒,,Distention of inguinal region disorder (TM2),http://id.who.int/icd/entity/1800395020,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.6896670651663113,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) vaṅkṣaṇānāhaḥ,वङ्क्षणानाहः (केवलवात),-,-,-,Index,,,
AAB-94,AAB-94(SP9Y),vyathA (kEvalavAta),Agonising pain disorder (TM2) ⇒,,Agonising pain disorder (TM2),http://id.who.int/icd/entity/1684795245,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7289160698460543,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) vyathā,व्यथा (केवलवात),-,-,-,Index,,,
AAB-95,AAB-95(SL7Y),SirAsPUrtiH (kEvalavAta),Vasodilatation disorder (TM2) ⇒,,Vasodilatation disorder (TM2),http://id.who.int/icd/entity/723401449,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.5226227982353401,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) śirāsphūrtiḥ,शिरास्फूर्तिः (केवलवात),-,-,-,Index,,,
AAB-96,AAB-96,Siroruk (kEvalavAta),headache/cephalgia/cephalalgia (due only to vātadōṣa),,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,śirōruk (kēvalavāta),शिरोरुक् (केवलवात),-,-,-,-,,,
AAB-98,AAB-98,Sa~gkhaBedaH (kEvalavAta),temporal cephalalgia (due only to vātadōṣa),,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,śaṅkhabhēdaḥ (kēvalavāta),शङ्खभेदः (केवलवात),-,-,-,-,,,
AAC,AAC,sAmAnyajavAtavikAraH,diseases due to vāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,sāmānyajavātavikāraḥ,सामान्यजवातविकारः,-,-,-,-,,,
AAC-1,AAC-1(SK30),antarAyAmaH,Emprosthotonus disorder (TM2) ⇒,,Emprosthotonus disorder (TM2),http://id.who.int/icd/entity/516187391,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.5050880541003974,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) antarāyāmaḥ,अन्तरायामः,-,-,-,Index,,,
AAC-10,AAC-10(SP2Y),aMsaSoShaH,Shoulder muscle atrophy disorder (TM2) ⇒,,Shoulder muscle atrophy disorder (TM2),http://id.who.int/icd/entity/1186510597,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.6215836047553411,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) aṃsaśoṣaḥ,अंसशोषः,-,-,-,Index,,,
AAC-12.1,AAC-12.1(SM31),pratyAdhmAnaH/pratyAnAhaH,Tympanites disorder (TM2) ⇒,,Tympanites disorder (TM2),http://id.who.int/icd/entity/2061598842,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.4620551223256908,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,"(a) pratyādhmānaḥ,                    (a) pratyānāhaḥ",प्रत्याध्मानः/प्रत्यानाहः,-,-,Meteorism (TM2),Index,,,
AAC-13,AAC-13(SK30),bahirAyAmaH/bAhyAyAmaH/dhanuHstamBaH,Opisthotonos disorder (TM2) ⇒,,Opisthotonos disorder (TM2),http://id.who.int/icd/entity/531113391,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7698847007110914,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ,बहिरायामः/बाह्यायामः/धनुःस्तम्भः,-,-,-,Index,,,
AAC-13.1,AAC-13.1(SK30),asAdhyadhanuShkaMpa,Irremediable opisthotonos disorder (TM2) ⇒,,Irremediable opisthotonos disorder (TM2),http://id.who.int/icd/entity/1336663094,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8343652771613386,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) asādhyadhanuṣkaṃpa,असाध्यधनुष्कंप,-,-,-,Index,,,
AAC-15,AAC-15(SK22),ekA~ggavAtaH,Monoplegia disorder (TM2) ⇒,,Monoplegia disorder (TM2),http://id.who.int/icd/entity/1629542330,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.3360478756759606,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) ekāṅgavātaḥ,एकाङ्गवातः,-,-,-,Index,,,
AAC-16,AAC-16(SK5Y),kalAyakha~jjaH,Lathyrism disorder (TM2) ⇒,,Lathyrism disorder (TM2),http://id.who.int/icd/entity/1295445349,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.4620551223256908,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) kalāyakhañjaḥ,कलायखञ्जः,-,-,-,Index,,,
AAC-17,AAC-17(SP10),kroShTukaSIrShaH,Swollen knee deformity disorder (TM2) ⇒,,Swollen knee deformity disorder (TM2),http://id.who.int/icd/entity/1538054187,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7781054416015754,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) kroṣṭukaśīrṣaḥ,क्रोष्टुकशीर्षः,-,-,-,Index,,,
AAC-18,AAC-18(SK2Y),kha~jjaH/kha~jjatvam,Lameness (unilateral) disorder (TM2) ⇒,,Lameness (unilateral) disorder (TM2),http://id.who.int/icd/entity/1162703190,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.6294861014455214,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) khañjaḥ (a) khañjatvam,खञ्जः/खञ्जत्वम्,-,-,-,Index,,,
AAC-2,AAC-2(SK30),apatantrakaH,Convulsive fit disorder (TM2) ⇒,,Convulsive fit disorder (TM2),http://id.who.int/icd/entity/2065680714,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8345357682137674,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) apatantrakaḥ,अपतन्त्रकः,-,-,-,Index,,,
AAC-2.1,AAC-2.1,asAdhya-apatantrakaH,intractable convulsive fit,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,asādhya-apatantrakaḥ,असाध्य-अपतन्त्रकः,-,"the disorder is characterized by garbhapātasamutpannaḥ [caused by miscarriage], śōṇitātisravōtthitaḥ [caused by excessive bleeding/heamorrhage], abhighātasamutthaḥ [caused by trauma]",-,-,,,
AAC-20.1,AAC-20.1,vAtikagRudhrasI,gRudhrasI due to vāṭa,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,vātikagr̥dhrasī,वातिकगृध्रसी,-,"the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], jānusaṁdhi-sphuraṇam [twitching sensation in knee], jānusaṁdhi-stabdhatā [stiffness in knee joint], kaṭisaṁdhi-sphuraṇam [twitching sensation in waist], kaṭisaṁdhi-stabdhatā [stiffness of lowback], ūrusaṁdhi-sphuraṇam [twitching sensation in thigh], ūrusaṁdhi-stabdhatā [stiffness in thigh], tōdaḥ [pricking pain], dēha-pravakratā [bending/flexion of the body]",-,-,,,
AAC-20.2,AAC-20.2,vAtakaPaja-gRudhrasI,gRudhrasI due to vāta and kapha,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,vātakaphaja-gr̥dhrasī,वातकफज-गृध्रसी,-,"the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], tandrā [drowsiness/lassitude], gauravam [heaviness], arōcakaḥ/bhaktadvēṣaḥ [tastelessness/aversion to food], vahnimārdavam [diminution of agni /hypofunction of digestive mechanism], mukhaprasēkaḥ [salivation]",-,-,,,
AAC-21,AAC-21(SK22),jihvAstamBaH,Tongue paralysis disorder (TM2) ⇒,,Tongue paralysis disorder (TM2),http://id.who.int/icd/entity/1094475028,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.5588758691044381,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) jihvāstambhaḥ,जिह्वास्तम्भः,-,-,-,Index,,,
AAC-239,AAC-239(SK30),daNDApatAnakaH,Orthotonus with rod like stiffness disorder (TM2) ⇒,,Orthotonus with rod like stiffness disorder (TM2),http://id.who.int/icd/entity/1899355736,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7876312948502191,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) daṇḍāpatānakaḥ,दण्डापतानकः,-,-,-,Index,,,
AAC-24.1,AAC-24.1,kaPAnvitapakShAghAtaH,pakśāghāta due to kapha,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,kaphānvitapakṣāghātaḥ,कफान्वितपक्षाघातः,-,"the disorder is characterized by śaitya [cold on touch on affected side of body], śōtha [oedema], gurutva [heaviness]",-,-,,,
AAC-24.2,AAC-24.2,pittAnvitapakShAghAtaH,pakśāghāta due to pitta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,pittānvitapakṣāghātaḥ,पित्तान्वितपक्षाघातः,-,"the disorder is characterized by dāhaḥ [burning sensation], santāpaḥ [burning sensation], mūrcchā [syncope/attacks of swooning]",-,-,,,
AAC-24.3,AAC-24.3,bAla-pakShAghAtaH,hemiplegia in children,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,bāla-pakṣāghātaḥ,बाल-पक्षाघातः,-,-,-,-,,,
AAC-25,AAC-25(SP9Y),pAdadAhaH,Burning feet disorder (TM2) ⇒,,Burning feet disorder (TM2),http://id.who.int/icd/entity/966337183,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7649803626175823,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) pādadāhaḥ,पाददाहः,-,-,-,Index,,,
AAC-26,AAC-26(SP9Y),pAdaharShaH,Tingling feet disorder (TM2) ⇒,,Tingling feet disorder (TM2),http://id.who.int/icd/entity/988104474,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.6094966941792591,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) pādaharṣaḥ,पादहर्षः,-,-,-,Index,,,
AAC-27,AAC-27(SM83),pratitUnI,Colicky pain radiating towards bladder and upwards to abdomen disorder (TM2) ⇒,,Colicky pain radiating towards bladder and upwards to abdomen disorder (TM2),http://id.who.int/icd/entity/1816113381,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.9152900078962644,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) pratitūnī,प्रतितूनी,-,-,-,Index,,,
AAC-28,AAC-28,pratyaShThIlA,prostatic hyperplasia,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,pratyaṣṭhīlā,प्रत्यष्ठीला,-,"the disorder is characterized by rujaḥ/atyugrarujā [pain/excessive pain], aṣṭhīlāvat ghanaṁ granthi [stony hard round shaped gland], vāta-rōdhanam/vātanirōdhaḥ [obstruction to flatus], viḍ-rōdhanam [obstruction to feces], mūtra-rōdhanam [obstruction in passage of urine], āṭōpaḥ [gurgling sound of the intestines/barborygmus], udarādhmānam [distention of abdomen]",-,-,,,
AAC-29,AAC-29,vraNAyAmaH,post-traumatic convulsion,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,vraṇāyāmaḥ,व्रणायामः,-,-,-,-,,,
AAC-3,AAC-3(SK30),apatAnakaH,Orthotonus disorder (TM2) ⇒,,Orthotonus disorder (TM2),http://id.who.int/icd/entity/199174695,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.4787814983736688,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) apatānakaḥ,अपतानकः,-,-,-,Index,,,
AAC-32,AAC-32,manyAstamBaH,stiff neck/torticollis/wry neck,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,manyāstambhaḥ,मन्यास्तम्भः,-,the disorder is characterized by manyāstambhaḥ [torticollis/stiffness of neck],-,-,,,
AAC-37,AAC-37,SirograhaH,head and neck rigidity,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,śirōgrahaḥ,शिरोग्रहः,-,-,-,-,,,
AAC-38,AAC-38(SK22),sarvA~ggavAtaH/sarvA~ggarogaH,Total body paralysis disorder (TM2) ⇒/Quadriplegia (TM2),,,,UNMAPPED,NO_RESULT,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,(a) sarvāṅgavātaḥ/(a) sarvāṅgarogaḥ,सर्वाङ्गवातः/सर्वाङ्गरोगः,-,-,-,Index,,,
AAC-39,AAC-39(SL7Y),sirAgrahaH,Vasoconstriction disorder (TM2) ⇒,,Vasoconstriction disorder (TM2),http://id.who.int/icd/entity/799255767,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.5701084989448899,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) sirāgrahaḥ,सिराग्रहः,-,-,-,Index,,,
AAC-4.1,AAC-4.1,ardita-pUrvarupam,prodromes of facial paralysis,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,ardita-pūrvarupam,अर्दित-पूर्वरुपम्,-,"the disorder is characterized by rōmaharṣaḥ [horripilation], vēpathuḥ [shivering/tremors], āvilanētraḥ [turbid/muddy eyes], tvaci svāpaḥ [numbness in skin], tōdaḥ [pricking pain], manyāgrahaḥ [neck stiffness], hanugrahaḥ [lock jaw/catching sensation over jaw], ūrdhvavāyuḥ [upward movement of vāyu]",-,-,,,
AAC-4.2,AAC-4.2,asAdhya-arditaH,irremediable facial palsy,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,asādhya-arditaḥ,असाध्य-अर्दितः,-,"the disorder is characterized by avyaktabhāṣaṇam [incoherent speech], prasaktabhāṣaṇam [stammering speech/unable to speak, aphasia], kṣīṇaḥ [debilitatated person], kampaḥ/vēpanam [tremors], animiṣākṣasya [unable to close eye]",-,-,,,
AAC-40,AAC-40(SK5Y),hanugrahaH/hanusraMsa,Lock-jaw disorder (TM2) ⇒,,Lock-jaw disorder (TM2),http://id.who.int/icd/entity/2023135585,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.6432015699172111,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) hanugrahaḥ (a) hanusraṃsa,हनुग्रहः/हनुस्रंस,-,-,Trismus (TM2),Index,,,
AAC-5,AAC-5(SP0Y),asthipraBedaH,Ostealgia disorder (TM2) ⇒,,Ostealgia disorder (TM2),http://id.who.int/icd/entity/433604821,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.5050880541003974,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) asthiprabhedaḥ,अस्थिप्रभेदः,-,-,-,Index,,,
AAC-9.1,AAC-9.1,UrustamBa-pUrvarUpam,prodromes of stiff-thigh,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,ūrustambha-pūrvarūpam,ऊरुस्तम्भ-पूर्वरूपम्,-,"the disorder is characterized by dhyānaḥ [insensibility/meditatitve appearance], nidrā [sleep], atistaimityam/stimitatā [excessive rigidity], arōcakaḥ [tastelessness], jvaraḥ [fever], lōmaharṣaḥ [horripilation], chardiḥ [vomiting], jaṅghāsadanam [asthenia/fatigue of calf muscles], ūrusadanam [fatigue /weakness in thighs]",-,-,,,
AAC-9.2,AAC-9.2(SK55),asAdhya-UrustamBaH,Intractable stiff-thigh disorder (TM2) ⇒,,Intractable stiff-thigh disorder (TM2),http://id.who.int/icd/entity/1756679545,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7261775243716475,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) asādhya-ūrustambhaḥ,असाध्य-ऊरुस्तम्भः,-,-,-,Index,,,
AAD-1,AAD-1,anyonyAvaraNaH/paraspara-AvaraNaH,mutual occlusion of vāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,anyōnyāvaraṇaḥ/paraspara-āvaraṇaḥ,अन्योन्यावरणः/परस्पर-आवरणः,-,-,-,-,,,
AAD-1.1,AAD-1.1,prANAvRutavyAnavAtaH,disorders of vyānavāta occluded by prāṇāvāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,prāṇāvr̥tavyānavātaḥ,प्राणावृतव्यानवातः,-,"the disorder is characterized by sarvēndriyāṇāṁ śūnyatva [loss of ability of sense organs], smr̥tikṣayaḥ [loss of memory], balakṣayaḥ [loss of physical strength or weakness]",-,-,,,
AAD-1.10,AAD-1.10,apAnAvRuta-vyAnavAtaH,disorders of vyānavāta occluded by apāṇavāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,apānāvr̥ta-vyānavātaḥ,अपानावृत-व्यानवातः,-,"the disorder is characterized by viṭ-atipravr̥ttiḥ [excessive defecation], mūtra-atipravr̥ttiḥ [excessive micturition], rētas-atipravr̥ttiḥ [excessive semen/ejaculation]",-,-,,,
AAD-1.11,AAD-1.11,samAnAvRuta-vyAnavAtaH,disorders of apāṇavāta occluded by samAnA vāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,samānāvr̥ta-vyānavātaḥ,समानावृत-व्यानवातः,-,"the disorder is characterized by mūrcchā [syncope/attacks of swooning], tandrā [drowsiness/lassitude], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], aṅgasādaḥ [exhaustion or tirednes to body /inability to perform physical activities], agnikṣayaḥ [diminution of agni (digestive power)], ōjaḥkṣayaḥ [diminution of vitality/body energy/power], balakṣayaḥ [loss of physical strength or weakness]",-,-,,,
AAD-1.12,AAD-1.12,udAnAvRutavyAnavAtaH,disorders of vyānavāta occluded by udAna vāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,udānāvr̥tavyānavātaḥ,उदानावृतव्यानवातः,-,"the disorder is characterized by stabdhatā [stiffness], alpāgnitā [insufficient digestive power/capacity], asvēdaḥ [anhidrosis/lack of sweating], cēṣṭāhāniḥ [loss of activities/motor function], nimīlanam [having the eyes closed]",-,-,,,
AAD-1.13,AAD-1.13,apAnAvRutasamAnavAtaH,disorders of samānavāta occluded by apāṇavāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,apānāvr̥tasamānavātaḥ,अपानावृतसमानवातः,-,-,-,-,,,
